ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20250904    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           5,0          X
         20250904    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20250904    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20250904    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20250904    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20250905    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           5,5          X
         20250905    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20250905    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20250905    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,5          X
         20250905    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20250906    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250906    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           4,0          X
         20250906    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,0          X
         20250906    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          11,0          X
         20250908    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20250908    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20250909    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250909    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           3,0          X
         20250910    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250911    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250912    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250912    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20250912    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         20250915    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250915    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20250916    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250916    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250916    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20250916    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          12,0          X
         20250917    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20250917    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250917    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20250917    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          14,0          X
         20250918    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250918    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20250918    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20250919    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250919    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20250922    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           3,0          X
         20250923    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250923    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100          16,0          X
         20250923    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250924    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           5,0          X
         20250924    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250924    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           5,0          X
         20250924    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20250924    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20250925    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          26,0          X
         20250925    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           4,0          X
         20250925    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250925    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20250925    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          13,0          X
         20250925    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          10,0          X
         20250926    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250926    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250926    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          13,5          X
         20250926    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          13,0          X
         20250926    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           2,0          X
         20250929    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250929    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250929    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20250929    0  PELEPAM1  PADI/PARA/P3                               50-36100           3,0          X
         20250929    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20250929    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           5,0          X
         20250930    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           6,0          X
         20250930    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20251001    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          14,0          X
         20251001    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           2,0          X
         20251001    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20251001    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20251001    0  PELEPAM1  PADI/PARA/P3                               50-36100           4,0          X
         20251001    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20251001    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          13,0          X
         20251002    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251002    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,5          X
         20251003    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           1,0          X
         **TOTAL OT:                                                                          669,5
    ** OT:  00005588D078 = 1100731138 REMOST - UM GORLICE
         20250808    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250808    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,5          X
         20250811    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250812    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,5          X
         20250813    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20250814    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20250822    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20250825    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20250826    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20250827    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         **TOTAL OT:                                                                           57,0
    ** OT:  00005588D081 = 1100732005 PONT PEYRAMALE
         20250908    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20250908    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20250909    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          12,0          X
         20250909    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           4,0          X
         20250910    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          10,0          X
         20250910    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           6,0          X
         20250911    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          10,0          X
         20250911    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20250911    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           6,0          X
         20250912    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250912    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250912    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20250912    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20250915    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          13,0          X
         20250915    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20250916    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20250917    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           3,0          X
         20250917    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           6,0          X
         20250917    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          10,0          X
         20250917    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20250918    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250918    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250918    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          11,0          X
         20250918    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          12,0          X
         20250919    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          37,0          X
         20250919    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           5,0          X
         20250919    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           6,0          X
         20250919    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           9,0          X
         20250919    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         20250922    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20250922    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250922    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20250922    0  PELEPAM1  PADI/PARA/P3                               50-36100          24,0          X
         20250922    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20250922    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          12,0          X
         20250923    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          12,0          X
         20250923    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250923    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20250923    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          14,0          X
         20250923    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          24,0          X
         20250924    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          19,0          X
         20250924    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20250924    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20250924    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          23,0          X
         20250925    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250925    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250925    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20250926    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250926    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          21,0          X
         20250929    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250929    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250929    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20250929    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20250930    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250930    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20250930    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250930    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          12,0          X
         20250930    0  PELEPAM1  PADI/PARA/P3                               50-36100          13,0          X
         20250930    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          13,0          X
         20250930    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20251001    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20251001    0  PELEPAM1  PADI/PARA/P3                               50-36100          10,5          X
         20251001    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20251002    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          13,0          X
         20251002    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,5          X
         20251002    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20251003    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20251003    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,5          X
         20251003    0  PELEPAM1  PADI/PARA/P3                               50-36100          16,0          X
         20251003    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20251006    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20251006    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20251006    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20251006    0  PELEPAM1  PADI/PARA/P3                               50-36100           5,0          X
         20251006    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,5          X
         20251006    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          19,0          X
         20251007    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20251007    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           6,0          X
         20251007    0  PELEPAM1  PADI/PARA/P3                               50-36100           2,0          X
         20251007    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20251008    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20251008    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20251008    0  PELEPAM1  PADI/PARA/P3                               50-36100          12,5          X
         20251008    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20251009    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20251009    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251009    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           5,0          X
         20251009    0  PELEPAM1  PADI/PARA/P3                               50-36100          16,0          X
         20251009    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20251009    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20251010    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          18,0          X
         20251010    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20251010    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20251010    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          18,0          X
         20251013    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20251013    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          11,0          X
         20251013    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20251013    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          24,0          X
         20251014    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          20,0          X
         20251014    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20251014    0  PELEPAM1  PADI/PARA/P3                               50-36100          32,0          X
         20251014    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          20,0          X
         20251015    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          21,0          X
         20251015    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           5,0          X
         20251015    0  PELEPAM1  PADI/PARA/P3                               50-36100          24,0          X
         20251015    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20251015    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20251016    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           2,0          X
         20251016    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20251016    0  PELEPAM1  PADI/PARA/P3                               50-36100          24,0          X
         20251016    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20251016    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          22,0          X
         20251017    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           8,0          X
         20251017    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           5,0          X
         20251017    0  PELEPAM1  PADI/PARA/P3                               50-36100          16,0          X
         **TOTAL OT:                                                                        1.278,5
    ** OT:  00005588D082 = 1100731149 S-10 EMILIANOWO / WD-10
         20250805    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20250806    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250806    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20250806    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20250808    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250808    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,5          X
         20250808    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20250811    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250811    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          14,0          X
         20250811    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20250812    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250812    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20250813    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,5          X
         20250814    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20250814    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20250820    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20250821    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20250821    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20250822    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         **TOTAL OT:                                                                           90,0
    ** OT:  00005588D083 = 1100734781 STENA STAL
         20250825    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,0          X
         20250826    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250826    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20250908    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         **TOTAL OT:                                                                           31,0
    ** OT:  00005588D084 = 1100732016 LEXUS TOWER PHASE 3
         20250814    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           0,5          X
         20250818    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20250818    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20250922    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         **TOTAL OT:                                                                            8,5
    ** OT:  00005588D085 = 1100732017 WINDAR OFF SHORE
         20250805    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,5          X
         20250820    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         **TOTAL OT:                                                                            3,5
    ** OT:  00005588D089 = 1100731509 AFSB CORDON D'OR
         20251007    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20251008    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251008    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          10,5          X
         20251009    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20251009    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20251010    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251010    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          11,0          X
         20251010    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20251013    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20251013    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           6,0          X
         20251013    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20251014    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           9,0          X
         20251014    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20251015    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20251015    0  PELEPAM1  PADI/PARA/P3                               50-36100          10,0          X
         20251015    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20251015    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20251015    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20251016    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20251016    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20251016    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20251016    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20251017    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251017    0  PELEPAM1  PADI/PARA/P3                               50-36100           8,0          X
         20251017    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20251017    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          15,0          X
         20251020    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20251020    0  PELEPAM1  PADI/PARA/P3                               50-36100          41,0          X
         20251020    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20251020    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          21,0          X
         20251021    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           5,0          X
         20251021    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20251021    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20251021    0  PELEPAM1  PADI/PARA/P3                               50-36100          41,0          X
         20251021    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           1,0          X
         20251021    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20251021    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          19,0          X
         20251022    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           7,0          X
         20251022    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20251022    0  PELEPAM1  PADI/PARA/P3                               50-36100          52,0          X
         20251022    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20251022    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          14,0          X
         20251023    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           8,0          X
         20251023    0  PELEPAM1  PADI/PARA/P3                               50-36100          80,0          X
         20251023    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20251024    0  PELEPAM1  PADI/PARA/P3                               50-36100           8,0          X
         20251024    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         **TOTAL OT:                                                                          516,5
    ** OT:  00005588D090 = 1100733000 PARHAUS MAN MUNCHEN
         20250818    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           0,5          X
         20250818    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20250819    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,5          X
         20250819    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,5          X
         20250819    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20250820    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           0,0          X
         20250820    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          11,0          X
         20250820    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          11,0          X
         20250821    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          14,0          X
         20250822    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          23,0          X
         20250822    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250822    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20250822    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250822    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250825    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          38,0          X
         20250825    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250825    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
