ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20220504    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20220504    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,5          X
         20220505    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20220506    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         **TOTAL OT:                                                                           68,0
    ** OT:  00005288A043 = 1100644042 CLUMA ENGINEERING
         20220406    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           0,0          X
         20220407    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,5          X
         **TOTAL OT:                                                                            2,5
    ** OT:  00005288A044 = 1100644323 BECK BAU PRECOBEAM
         20220601    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20220601    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,5          X
         20220602    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         **TOTAL OT:                                                                           50,5
    ** OT:  00005288A045 = 1100644405 POLWAR UG ANDRESPOL
         20220408    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220411    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20220412    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          12,5          X
         20220413    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,5          X
         20220414    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          21,0          X
         20220419    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220420    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220420    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20220421    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,5          X
         20220422    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          15,0          X
         20220424    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          16,0          X
         20220425    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          13,0          X
         20220425    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           5,0          X
         20220425    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         20220426    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          10,5          X
         20220427    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20220428    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220502    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          32,0          X
         20220502    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220503    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          12,0          X
         **TOTAL OT:                                                                          213,0
    ** OT:  00005288A046 = 1100644727 AMDS ESSEN WARWICK
         20220401    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           0,0          X
         20220403    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           0,0          X
         **TOTAL OT:                                                                            0,0
    ** OT:  00005288A047 = 1100644721 AMSH NECKARSULM ANKNER
         20220428    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220502    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220510    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         **TOTAL OT:                                                                           25,0
    ** OT:  00005288A048 = 1100644889 AMDS PL FOOTBRIDGE
         20220407    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220408    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20220411    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220411    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220412    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         **TOTAL OT:                                                                           27,0
    ** OT:  00005288A049 = 1100644961 POLWAR PKM GDANSK
         20220422    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220424    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220425    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20220425    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         20220425    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20220427    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20220428    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         **TOTAL OT:                                                                           37,0
    ** OT:  00005288A050 = 1100645028 AMDS ESSEN TERRA 1
         20220412    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20220412    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         **TOTAL OT:                                                                           10,0
    ** OT:  00005288A051 = 1100645093 AMDS ESSEN TERRA 2
         20220411    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         **TOTAL OT:                                                                            4,0
    ** OT:  00005288A052 = 1100645156 DISTEEL TCS
         20220425    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          14,0          X
         20220426    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220427    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220505    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20220506    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220510    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220511    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          13,0          X
         20220519    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220520    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20220601    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220602    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220603    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220605    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          10,0          X
         20220607    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220608    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220609    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,5          X
         20220610    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         **TOTAL OT:                                                                          147,5
    ** OT:  00005288A053 = 1100645179 KL�CKNER WOLFFKRAN
         20220613    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220614    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220615    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220616    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220617    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220620    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220621    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220622    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220624    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20220627    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220628    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100          16,0          X
         20220629    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220701    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220704    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         **TOTAL OT:                                                                          146,0
    ** OT:  00005288A054 = 1100645161 METALUNION
         20220420    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20220421    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,0          X
         20220422    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          10,0          X
         20220422    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220424    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220425    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20220426    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           2,0          X
         20220427    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220428    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           6,0          X
         20220428    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20220502    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20220503    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220504    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,5          X
         20220505    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220516    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220517    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20220518    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220518    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220519    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220522    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20220523    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20220524    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,5          X
         20220529    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,5          X
         20220615    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220622    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         **TOTAL OT:                                                                          125,5
    ** OT:  00005288A055 = 1100645095 AMDS NECKARSULM LIEBHERR EHIN
         20220404    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           0,0          X
         20220405    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           0,0          X
         20220407    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         20220408    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220412    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220413    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          14,0          X
         20220414    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220415    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,5          X
         **TOTAL OT:                                                                           48,5
    ** OT:  00005288A056 = 1100644806 INTERCOR E75 RAIL BALTICA
         20220413    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20220413    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20220414    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20220414    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220415    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         **TOTAL OT:                                                                           30,0
    ** OT:  00005288A057 = 1100645233 AR PROFILSTAHL SCHMIT S3
         20220502    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,5          X
         20220503    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          10,0          X
         20220504    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,5          X
         20220505    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           9,0          X
         20220506    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         20220512    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,0          X
         20220513    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20220515    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220516    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220517    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220518    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         20220519    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220530    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220601    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220602    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,5          X
         20220605    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220615    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         **TOTAL OT:                                                                          151,5
    ** OT:  00005288A058 = 1100646307 PNB POTEAUX ELMEN
         20220413    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         **TOTAL OT:                                                                            2,0
    ** OT:  00005288A059 = 1100645982 GOVAR INDUTRIEBOUW LIDL DEINZ
         20220503    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           3,0          X
         20220503    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20220525    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,0          X
         20220525    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         **TOTAL OT:                                                                           11,0
    ** OT:  00005288A060 = 1100646275 FERONA
         20220510    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           2,0          X
         20220511    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,0          X
         20220511    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,5          X
         **TOTAL OT:                                                                            4,5
    ** OT:  00005288A061 = 1100646098 AMDS BAD OLDESLOE ERNST HUGO
         20220502    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          10,0          X
         **TOTAL OT:                                                                           10,0
    ** OT:  00005288A062 = 1100646504 WEYLAND
         20220426    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20220428    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         **TOTAL OT:                                                                            4,0
    ** OT:  00005288A063 = 1100644958 AMDS POLAND ARCH BRIDGE
         20220510    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220516    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220517    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220530    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,5          X
         20220530    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220601    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220603    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,5          X
         20220605    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20220605    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220608    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220609    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20220609    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,5          X
         20220610    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220616    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,5          X
         20220621    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         **TOTAL OT:                                                                           98,0
    ** OT:  00005288A064 = 1100646948 A&R BR�CKE OTTERWEIER
         20220711    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20220711    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20220712    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220712    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220713    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220713    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20220714    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220715    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,5          X
         20220715    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         **TOTAL OT:                                                                           43,5
    ** OT:  00005288A065 = 1100644957 AMDS POLAND ARCH BRIDGE
         20220502    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           6,0          X
         20220503    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220504    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220504    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220505    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220505    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20220505    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220506    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           6,0          X
         20220512    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220523    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,5          X
         20220523    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,5          X
         20220524    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220525    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220527    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220601    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220601    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220602    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220603    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220603    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,5          X
         20220610    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220614    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220614    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220615    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220615    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20220615    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20220616    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,5          X
         20220620    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220621    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20220622    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          11,0          X
         **TOTAL OT:                                                                          214,0
    ** OT:  00005288A066 = 1100646056 ALLGEIER ROSCH FEINWERK
         20220420    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           9,0          X
         20220421    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         **TOTAL OT:                                                                           12,0
    ** OT:  00005288A067 = 1100646836 DEBRUNNER BIRSFELDEN
         20220510    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           5,0          X
         20220530    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         20220602    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,5          X
         **TOTAL OT:                                                                            7,5
    ** OT:  00005288A068 = 1100646252 AMI CHICAGO NOVEL PROJECT
         20220427    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           9,0          X
         **TOTAL OT:                                                                            9,0
    ** OT:  00005288A069 = 1100647237 JOCHEN BRILL
         20220512    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20220512    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         **TOTAL OT:                                                                            6,0
    ** OT:  00005288A070 = 1100647481 JOCHEN BRILL
         20220607    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,5          X
         20220608    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          16,0          X
         **TOTAL OT:                                                                           28,5
    ** OT:  00005288A071 = 1100647501 ARGE DESSENBERGSTRASSE
         20220609    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20220610    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20220613    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         **TOTAL OT:                                                                           23,0
    ** OT:  00005288A073 = 1100647650 IHT HAUPTBAHNHOF DORTMUND
         20220825    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           6,0          X
         20220826    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          12,0          X
         20220826    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220826    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           3,0          X
         20220828    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220828    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220829    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220901    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         **TOTAL OT:                                                                           64,0
    ** OT:  00005288A074 = 1100647853 ASH WIB WALLSTRASSE
         20220620    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20220621    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220622    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20220624    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           6,0          X
         20220627    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20220628    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           6,0          X
         20220629    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100          16,0          X
         20220701    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220701    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220701    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,5          X
         20220704    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20220704    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20220704    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220704    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          12,0          X
         20220705    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220705    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20220705    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220706    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220706    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20220706    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          12,0          X
         20220707    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220708    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220708    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220711    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           6,0          X
         20220711    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220712    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220712    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220713    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220713    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220714    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220714    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220715    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220718    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220719    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220720    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           5,0          X
         20220720    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220722    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           5,0          X
         20220726    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220727    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           8,0          X
         20220801    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
